1775986973.070226 server started (521): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1775986973.070241 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1775986973.070246 using libevent 2.1.12-stable poll
1775986973.070247 using ncurses 6.4 20240113
1775986973.082692 yylex_token: jump-again
1775986973.082693 cmd_parse_build_commands 0:0: bind
1775986973.082695 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.082696 cmd_parse_build_commands 0:2: ;
1775986973.082697 cmd_parse_build_commands 0:3 0:0: send
1775986973.082698 cmd_parse_build_commands 0:3 0:1: -X
1775986973.082699 cmd_parse_build_commands 0:3 0:2: jump-again
1775986973.082700 cmd_parse_build_commands 0:0: send
1775986973.082701 cmd_parse_build_commands 0:1: -X
1775986973.082702 cmd_parse_build_commands 0:2: jump-again
1775986973.082704 args_parse_flags: next -X
1775986973.082705 args_parse_flags: -X
1775986973.082706 args_parse_flags: next jump-again
1775986973.082707 args_parse: flags end at 2 of 3
1775986973.082708 args_parse: 2 = jump-again (type STRING)
1775986973.082711 cmd_parse_build_commands: send-keys -X jump-again
1775986973.082712 args_parse_flags: next -Tcopy-mode
1775986973.082713 args_parse_flag_argument: -T = copy-mode
1775986973.082714 args_parse_flags: next ;
1775986973.082717 args_parse: flags end at 2 of 4
1775986973.082718 args_parse: 2 = ; (type STRING)
1775986973.082720 args_parse: 3 = send-keys -X jump-again (type COMMANDS)
1775986973.082724 cmd_parse_build_commands: bind-key -T copy-mode \\; { send-keys -X jump-again }
1775986973.082725 cmdq_get_command: [bind-key/0x616815b61d40] group 1435
1775986973.082726 cmdq_append <global>: [bind-key/0x616815b61d40]
1775986973.082728 yylex_token: end at WS
1775986973.082729 yylex_token: bind
1775986973.082730 yylex_token: end at WS
1775986973.082731 yylex_token: -Tcopy-mode
1775986973.082732 yylex_token: end at WS
1775986973.082733 yylex_token: F
1775986973.082735 yylex_token: end at WS
1775986973.082736 yylex_token: command-prompt
1775986973.082737 yylex_token: end at WS
1775986973.082738 yylex_token: -1p(jump backward)
1775986973.082739 yylex_token: end at WS
1775986973.082740 yylex_token: send
1775986973.082741 yylex_token: end at WS
1775986973.082742 yylex_token: -X
1775986973.082743 yylex_token: end at WS
1775986973.082744 yylex_token: jump-backward
1775986973.082745 yylex_token: end at WS
1775986973.082746 yylex_token: %%
1775986973.082748 cmd_parse_build_commands 0:0: bind
1775986973.082749 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.082750 cmd_parse_build_commands 0:2: F
1775986973.082752 cmd_parse_build_commands 0:3 0:0: command-prompt
1775986973.082753 cmd_parse_build_commands 0:3 0:1: -1p(jump backward)
1775986973.082754 cmd_parse_build_commands 0:3 0:2 0:0: send
1775986973.082755 cmd_parse_build_commands 0:3 0:2 0:1: -X
1775986973.082757 cmd_parse_build_commands 0:3 0:2 0:2: jump-backward
1775986973.082758 cmd_parse_build_commands 0:3 0:2 0:3: %%
1775986973.082759 cmd_parse_build_commands 0:0: command-prompt
1775986973.082760 cmd_parse_build_commands 0:1: -1p(jump backward)
1775986973.082762 cmd_parse_build_commands 0:2 0:0: send
1775986973.082763 cmd_parse_build_commands 0:2 0:1: -X
1775986973.082764 cmd_parse_build_commands 0:2 0:2: jump-backward
1775986973.082765 cmd_parse_build_commands 0:2 0:3: %%
1775986973.082767 cmd_parse_build_commands 0:0: send
1775986973.082768 cmd_parse_build_commands 0:1: -X
1775986973.082769 cmd_parse_build_commands 0:2: jump-backward
1775986973.082770 cmd_parse_build_commands 0:3: %%
1775986973.082772 args_parse_flags: next -X
1775986973.082773 args_parse_flags: -X
1775986973.082774 args_parse_flags: next jump-backward
1775986973.082775 args_parse: flags end at 2 of 4
1775986973.082776 args_parse: 2 = jump-backward (type STRING)
1775986973.082777 args_parse: 3 = %% (type STRING)
1775986973.082780 cmd_parse_build_commands: send-keys -X jump-backward "%%"
1775986973.082781 args_parse_flags: next -1p(jump backward)
1775986973.082782 args_parse_flags: -1
1775986973.082784 args_parse_flag_argument: -p = (jump backward)
1775986973.082785 args_parse: flags end at 2 of 3
1775986973.082787 args_parse: 2 = send-keys -X jump-backward "%%" (type COMMANDS)
1775986973.082791 cmd_parse_build_commands: command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1775986973.082793 args_parse_flags: next -Tcopy-mode
1775986973.082794 args_parse_flag_argument: -T = copy-mode
1775986973.082795 args_parse_flags: next F
1775986973.082796 args_parse: flags end at 2 of 4
1775986973.082797 args_parse: 2 = F (type STRING)
1775986973.082801 args_parse: 3 = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } (type COMMANDS)
1775986973.082806 cmd_parse_build_commands: bind-key -T copy-mode F { command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" } }
1775986973.082809 cmdq_get_command: [bind-key/0x616815b62980] group 1443
1775986973.082810 cmdq_append <global>: [bind-key/0x616815b62980]
1775986973.082813 yylex_token: end at WS
1775986973.082814 yylex_token: bind
1775986973.082815 yylex_token: end at WS
1775986973.082816 yylex_token: -Tcopy-mode
1775986973.082817 yylex_token: end at WS
1775986973.082818 yylex_token: N
1775986973.082819 yylex_token: end at WS
1775986973.082820 yylex_token: send
1775986973.082821 yylex_token: end at WS
1775986973.082824 yylex_token: -X
1775986973.082825 yylex_token: end at WS
1775986973.082826 yylex_token: search-reverse
1775986973.082828 cmd_parse_build_commands 0:0: bind
1775986973.082829 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.082830 cmd_parse_build_commands 0:2: N
1775986973.082831 cmd_parse_build_commands 0:3 0:0: send
1775986973.082833 cmd_parse_build_commands 0:3 0:1: -X
1775986973.082834 cmd_parse_build_commands 0:3 0:2: search-reverse
1775986973.082835 cmd_parse_build_commands 0:0: send
1775986973.082836 cmd_parse_build_commands 0:1: -X
1775986973.082838 cmd_parse_build_commands 0:2: search-reverse
1775986973.082839 args_parse_flags: next -X
1775986973.082840 args_parse_flags: -X
1775986973.082841 args_parse_flags: next search-reverse
1775986973.082842 args_parse: flags end at 2 of 3
1775986973.082844 args_parse: 2 = search-reverse (type STRING)
1775986973.082846 cmd_parse_build_commands: send-keys -X search-reverse
1775986973.082847 args_parse_flags: next -Tcopy-mode
1775986973.082848 args_parse_flag_argument: -T = copy-mode
1775986973.082850 args_parse_flags: next N
1775986973.082851 args_parse: flags end at 2 of 4
1775986973.082852 args_parse: 2 = N (type STRING)
1775986973.082854 args_parse: 3 = send-keys -X search-reverse (type COMMANDS)
1775986973.082857 cmd_parse_build_commands: bind-key -T copy-mode N { send-keys -X search-reverse }
1775986973.082859 cmdq_get_command: [bind-key/0x616815b62810] group 1455
1775986973.082861 cmdq_append <global>: [bind-key/0x616815b62810]
1775986973.082862 yylex_token: end at WS
1775986973.082863 yylex_token: bind
1775986973.082864 yylex_token: end at WS
1775986973.082865 yylex_token: -Tcopy-mode
1775986973.082866 yylex_token: end at WS
1775986973.082867 yylex_token: P
1775986973.082868 yylex_token: end at WS
1775986973.082869 yylex_token: send
1775986973.082870 yylex_token: end at WS
1775986973.082871 yylex_token: -X
1775986973.082872 yylex_token: end at WS
1775986973.082873 yylex_token: toggle-position
1775986973.082875 cmd_parse_build_commands 0:0: bind
1775986973.082876 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.082877 cmd_parse_build_commands 0:2: P
1775986973.082878 cmd_parse_build_commands 0:3 0:0: send
1775986973.082879 cmd_parse_build_commands 0:3 0:1: -X
1775986973.082880 cmd_parse_build_commands 0:3 0:2: toggle-position
1775986973.082882 cmd_parse_build_commands 0:0: send
1775986973.082883 cmd_parse_build_commands 0:1: -X
1775986973.082884 cmd_parse_build_commands 0:2: toggle-position
1775986973.082886 args_parse_flags: next -X
1775986973.082887 args_parse_flags: -X
1775986973.082888 args_parse_flags: next toggle-position
1775986973.082889 args_parse: flags end at 2 of 3
1775986973.082890 args_parse: 2 = toggle-position (type STRING)
1775986973.082892 cmd_parse_build_commands: send-keys -X toggle-position
1775986973.082893 args_parse_flags: next -Tcopy-mode
1775986973.082894 args_parse_flag_argument: -T = copy-mode
1775986973.082895 args_parse_flags: next P
1775986973.082896 args_parse: flags end at 2 of 4
1775986973.082897 args_parse: 2 = P (type STRING)
1775986973.082900 args_parse: 3 = send-keys -X toggle-position (type COMMANDS)
1775986973.082903 cmd_parse_build_commands: bind-key -T copy-mode P { send-keys -X toggle-position }
1775986973.082905 cmdq_get_command: [bind-key/0x616815b62fb0] group 1463
1775986973.082906 cmdq_append <global>: [bind-key/0x616815b62fb0]
1775986973.082908 yylex_token: end at WS
1775986973.082909 yylex_token: bind
1775986973.082910 yylex_token: end at WS
1775986973.082911 yylex_token: -Tcopy-mode
1775986973.082912 yylex_token: end at WS
1775986973.082913 yylex_token: R
1775986973.082914 yylex_token: end at WS
1775986973.082915 yylex_token: send
1775986973.082916 yylex_token: end at WS
1775986973.082917 yylex_token: -X
1775986973.082918 yylex_token: end at WS
1775986973.082919 yylex_token: rectangle-toggle
1775986973.082921 cmd_parse_build_commands 0:0: bind
1775986973.082922 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.082923 cmd_parse_build_commands 0:2: R
1775986973.082924 cmd_parse_build_commands 0:3 0:0: send
1775986973.082928 cmd_parse_build_commands 0:3 0:1: -X
1775986973.082929 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1775986973.082930 cmd_parse_build_commands 0:0: send
1775986973.082931 cmd_parse_build_commands 0:1: -X
1775986973.082933 cmd_parse_build_commands 0:2: rectangle-toggle
1775986973.082935 args_parse_flags: next -X
1775986973.082936 args_parse_flags: -X
1775986973.082937 args_parse_flags: next rectangle-toggle
1775986973.082938 args_parse: flags end at 2 of 3
1775986973.082939 args_parse: 2 = rectangle-toggle (type STRING)
1775986973.082942 cmd_parse_build_commands: send-keys -X rectangle-toggle
1775986973.082943 args_parse_flags: next -Tcopy-mode
1775986973.082944 args_parse_flag_argument: -T = copy-mode
1775986973.082945 args_parse_flags: next R
1775986973.082946 args_parse: flags end at 2 of 4
1775986973.082947 args_parse: 2 = R (type STRING)
1775986973.082949 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1775986973.082953 cmd_parse_build_commands: bind-key -T copy-mode R { send-keys -X rectangle-toggle }
1775986973.082955 cmdq_get_command: [bind-key/0x616815b63f10] group 1471
1775986973.082956 cmdq_append <global>: [bind-key/0x616815b63f10]
1775986973.082958 yylex_token: end at WS
1775986973.082959 yylex_token: bind
1775986973.082960 yylex_token: end at WS
1775986973.082961 yylex_token: -Tcopy-mode
1775986973.082962 yylex_token: end at WS
1775986973.082963 yylex_token: T
1775986973.082964 yylex_token: end at WS
1775986973.082965 yylex_token: command-prompt
1775986973.082966 yylex_token: end at WS
1775986973.082967 yylex_token: -1p(jump to backward)
1775986973.082969 yylex_token: end at WS
1775986973.082969 yylex_token: send
1775986973.082970 yylex_token: end at WS
1775986973.082971 yylex_token: -X
1775986973.082973 yylex_token: end at WS
1775986973.082974 yylex_token: jump-to-backward
1775986973.082975 yylex_token: end at WS
1775986973.082975 yylex_token: %%
1775986973.082977 cmd_parse_build_commands 0:0: bind
1775986973.082979 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.082980 cmd_parse_build_commands 0:2: T
1775986973.082981 cmd_parse_build_commands 0:3 0:0: command-prompt
1775986973.082982 cmd_parse_build_commands 0:3 0:1: -1p(jump to backward)
1775986973.082984 cmd_parse_build_commands 0:3 0:2 0:0: send
1775986973.082985 cmd_parse_build_commands 0:3 0:2 0:1: -X
1775986973.082986 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-backward
1775986973.082987 cmd_parse_build_commands 0:3 0:2 0:3: %%
1775986973.082989 cmd_parse_build_commands 0:0: command-prompt
1775986973.082990 cmd_parse_build_commands 0:1: -1p(jump to backward)
1775986973.082991 cmd_parse_build_commands 0:2 0:0: send
1775986973.082992 cmd_parse_build_commands 0:2 0:1: -X
1775986973.082994 cmd_parse_build_commands 0:2 0:2: jump-to-backward
1775986973.082995 cmd_parse_build_commands 0:2 0:3: %%
1775986973.082996 cmd_parse_build_commands 0:0: send
1775986973.082997 cmd_parse_build_commands 0:1: -X
1775986973.082998 cmd_parse_build_commands 0:2: jump-to-backward
1775986973.082999 cmd_parse_build_commands 0:3: %%
1775986973.083001 args_parse_flags: next -X
1775986973.083002 args_parse_flags: -X
1775986973.083003 args_parse_flags: next jump-to-backward
1775986973.083005 args_parse: flags end at 2 of 4
1775986973.083006 args_parse: 2 = jump-to-backward (type STRING)
1775986973.083007 args_parse: 3 = %% (type STRING)
1775986973.083010 cmd_parse_build_commands: send-keys -X jump-to-backward "%%"
1775986973.083011 args_parse_flags: next -1p(jump to backward)
1775986973.083012 args_parse_flags: -1
1775986973.083013 args_parse_flag_argument: -p = (jump to backward)
1775986973.083015 args_parse: flags end at 2 of 3
1775986973.083017 args_parse: 2 = send-keys -X jump-to-backward "%%" (type COMMANDS)
1775986973.083021 cmd_parse_build_commands: command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1775986973.083023 args_parse_flags: next -Tcopy-mode
1775986973.083024 args_parse_flag_argument: -T = copy-mode
1775986973.083025 args_parse_flags: next T
1775986973.083026 args_parse: flags end at 2 of 4
1775986973.083029 args_parse: 2 = T (type STRING)
1775986973.083033 args_parse: 3 = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } (type COMMANDS)
1775986973.083039 cmd_parse_build_commands: bind-key -T copy-mode T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } }
1775986973.083041 cmdq_get_command: [bind-key/0x616815b64700] group 1479
1775986973.083042 cmdq_append <global>: [bind-key/0x616815b64700]
1775986973.083045 yylex_token: end at WS
1775986973.083046 yylex_token: bind
1775986973.083048 yylex_token: end at WS
1775986973.083049 yylex_token: -Tcopy-mode
1775986973.083050 yylex_token: end at WS
1775986973.083051 yylex_token: X
1775986973.083052 yylex_token: end at WS
1775986973.083053 yylex_token: send
1775986973.083054 yylex_token: end at WS
1775986973.083055 yylex_token: -X
1775986973.083056 yylex_token: end at WS
1775986973.083057 yylex_token: set-mark
1775986973.083059 cmd_parse_build_commands 0:0: bind
1775986973.083060 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083061 cmd_parse_build_commands 0:2: X
1775986973.083062 cmd_parse_build_commands 0:3 0:0: send
1775986973.083063 cmd_parse_build_commands 0:3 0:1: -X
1775986973.083064 cmd_parse_build_commands 0:3 0:2: set-mark
1775986973.083066 cmd_parse_build_commands 0:0: send
1775986973.083067 cmd_parse_build_commands 0:1: -X
1775986973.083068 cmd_parse_build_commands 0:2: set-mark
1775986973.083070 args_parse_flags: next -X
1775986973.083071 args_parse_flags: -X
1775986973.083072 args_parse_flags: next set-mark
1775986973.083073 args_parse: flags end at 2 of 3
1775986973.083074 args_parse: 2 = set-mark (type STRING)
1775986973.083077 cmd_parse_build_commands: send-keys -X set-mark
1775986973.083078 args_parse_flags: next -Tcopy-mode
1775986973.083079 args_parse_flag_argument: -T = copy-mode
1775986973.083080 args_parse_flags: next X
1775986973.083081 args_parse: flags end at 2 of 4
1775986973.083082 args_parse: 2 = X (type STRING)
1775986973.083084 args_parse: 3 = send-keys -X set-mark (type COMMANDS)
1775986973.083087 cmd_parse_build_commands: bind-key -T copy-mode X { send-keys -X set-mark }
1775986973.083089 cmdq_get_command: [bind-key/0x616815b64860] group 1491
1775986973.083090 cmdq_append <global>: [bind-key/0x616815b64860]
1775986973.083092 yylex_token: end at WS
1775986973.083093 yylex_token: bind
1775986973.083094 yylex_token: end at WS
1775986973.083095 yylex_token: -Tcopy-mode
1775986973.083096 yylex_token: end at WS
1775986973.083097 yylex_token: f
1775986973.083133 yylex_token: end at WS
1775986973.083137 yylex_token: command-prompt
1775986973.083139 yylex_token: end at WS
1775986973.083140 yylex_token: -1p(jump forward)
1775986973.083142 yylex_token: end at WS
1775986973.083143 yylex_token: send
1775986973.083144 yylex_token: end at WS
1775986973.083145 yylex_token: -X
1775986973.083146 yylex_token: end at WS
1775986973.083147 yylex_token: jump-forward
1775986973.083148 yylex_token: end at WS
1775986973.083149 yylex_token: %%
1775986973.083151 cmd_parse_build_commands 0:0: bind
1775986973.083153 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083154 cmd_parse_build_commands 0:2: f
1775986973.083155 cmd_parse_build_commands 0:3 0:0: command-prompt
1775986973.083157 cmd_parse_build_commands 0:3 0:1: -1p(jump forward)
1775986973.083158 cmd_parse_build_commands 0:3 0:2 0:0: send
1775986973.083159 cmd_parse_build_commands 0:3 0:2 0:1: -X
1775986973.083160 cmd_parse_build_commands 0:3 0:2 0:2: jump-forward
1775986973.083161 cmd_parse_build_commands 0:3 0:2 0:3: %%
1775986973.083163 cmd_parse_build_commands 0:0: command-prompt
1775986973.083165 cmd_parse_build_commands 0:1: -1p(jump forward)
1775986973.083166 cmd_parse_build_commands 0:2 0:0: send
1775986973.083167 cmd_parse_build_commands 0:2 0:1: -X
1775986973.083168 cmd_parse_build_commands 0:2 0:2: jump-forward
1775986973.083169 cmd_parse_build_commands 0:2 0:3: %%
1775986973.083171 cmd_parse_build_commands 0:0: send
1775986973.083172 cmd_parse_build_commands 0:1: -X
1775986973.083173 cmd_parse_build_commands 0:2: jump-forward
1775986973.083178 cmd_parse_build_commands 0:3: %%
1775986973.083181 args_parse_flags: next -X
1775986973.083182 args_parse_flags: -X
1775986973.083183 args_parse_flags: next jump-forward
1775986973.083185 args_parse: flags end at 2 of 4
1775986973.083186 args_parse: 2 = jump-forward (type STRING)
1775986973.083187 args_parse: 3 = %% (type STRING)
1775986973.083191 cmd_parse_build_commands: send-keys -X jump-forward "%%"
1775986973.083192 args_parse_flags: next -1p(jump forward)
1775986973.083193 args_parse_flags: -1
1775986973.083195 args_parse_flag_argument: -p = (jump forward)
1775986973.083196 args_parse: flags end at 2 of 3
1775986973.083198 args_parse: 2 = send-keys -X jump-forward "%%" (type COMMANDS)
1775986973.083203 cmd_parse_build_commands: command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1775986973.083204 args_parse_flags: next -Tcopy-mode
1775986973.083205 args_parse_flag_argument: -T = copy-mode
1775986973.083206 args_parse_flags: next f
1775986973.083207 args_parse: flags end at 2 of 4
1775986973.083208 args_parse: 2 = f (type STRING)
1775986973.083212 args_parse: 3 = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } (type COMMANDS)
1775986973.083218 cmd_parse_build_commands: bind-key -T copy-mode f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } }
1775986973.083220 cmdq_get_command: [bind-key/0x616815b65380] group 1499
1775986973.083222 cmdq_append <global>: [bind-key/0x616815b65380]
1775986973.083226 yylex_token: end at WS
1775986973.083227 yylex_token: bind
1775986973.083228 yylex_token: end at WS
1775986973.083229 yylex_token: -Tcopy-mode
1775986973.083230 yylex_token: end at WS
1775986973.083231 yylex_token: g
1775986973.083233 yylex_token: end at WS
1775986973.083233 yylex_token: command-prompt
1775986973.083235 yylex_token: end at WS
1775986973.083236 yylex_token: -p(goto line)
1775986973.083237 yylex_token: end at WS
1775986973.083238 yylex_token: send
1775986973.083239 yylex_token: end at WS
1775986973.083240 yylex_token: -X
1775986973.083241 yylex_token: end at WS
1775986973.083242 yylex_token: goto-line
1775986973.083243 yylex_token: end at WS
1775986973.083244 yylex_token: %%
1775986973.083246 cmd_parse_build_commands 0:0: bind
1775986973.083247 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083248 cmd_parse_build_commands 0:2: g
1775986973.083250 cmd_parse_build_commands 0:3 0:0: command-prompt
1775986973.083251 cmd_parse_build_commands 0:3 0:1: -p(goto line)
1775986973.083252 cmd_parse_build_commands 0:3 0:2 0:0: send
1775986973.083253 cmd_parse_build_commands 0:3 0:2 0:1: -X
1775986973.083254 cmd_parse_build_commands 0:3 0:2 0:2: goto-line
1775986973.083256 cmd_parse_build_commands 0:3 0:2 0:3: %%
1775986973.083257 cmd_parse_build_commands 0:0: command-prompt
1775986973.083258 cmd_parse_build_commands 0:1: -p(goto line)
1775986973.083260 cmd_parse_build_commands 0:2 0:0: send
1775986973.083261 cmd_parse_build_commands 0:2 0:1: -X
1775986973.083262 cmd_parse_build_commands 0:2 0:2: goto-line
1775986973.083263 cmd_parse_build_commands 0:2 0:3: %%
1775986973.083264 cmd_parse_build_commands 0:0: send
1775986973.083265 cmd_parse_build_commands 0:1: -X
1775986973.083266 cmd_parse_build_commands 0:2: goto-line
1775986973.083267 cmd_parse_build_commands 0:3: %%
1775986973.083269 args_parse_flags: next -X
1775986973.083270 args_parse_flags: -X
1775986973.083271 args_parse_flags: next goto-line
1775986973.083272 args_parse: flags end at 2 of 4
1775986973.083274 args_parse: 2 = goto-line (type STRING)
1775986973.083275 args_parse: 3 = %% (type STRING)
1775986973.083278 cmd_parse_build_commands: send-keys -X goto-line "%%"
1775986973.083279 args_parse_flags: next -p(goto line)
1775986973.083280 args_parse_flag_argument: -p = (goto line)
1775986973.083281 args_parse: flags end at 2 of 3
1775986973.083284 args_parse: 2 = send-keys -X goto-line "%%" (type COMMANDS)
1775986973.083287 cmd_parse_build_commands: command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1775986973.083289 args_parse_flags: next -Tcopy-mode
1775986973.083307 args_parse_flag_argument: -T = copy-mode
1775986973.083310 args_parse_flags: next g
1775986973.083336 args_parse: flags end at 2 of 4
1775986973.083340 args_parse: 2 = g (type STRING)
1775986973.083386 args_parse: 3 = command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } (type COMMANDS)
1775986973.083392 cmd_parse_build_commands: bind-key -T copy-mode g { command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } }
1775986973.083395 cmdq_get_command: [bind-key/0x616815b64c20] group 1511
1775986973.083396 cmdq_append <global>: [bind-key/0x616815b64c20]
1775986973.083398 yylex_token: end at WS
1775986973.083400 yylex_token: bind
1775986973.083401 yylex_token: end at WS
1775986973.083402 yylex_token: -Tcopy-mode
1775986973.083403 yylex_token: end at WS
1775986973.083408 yylex_token: n
1775986973.083409 yylex_token: end at WS
1775986973.083410 yylex_token: send
1775986973.083411 yylex_token: end at WS
1775986973.083412 yylex_token: -X
1775986973.083414 yylex_token: end at WS
1775986973.083433 yylex_token: search-again
1775986973.083435 cmd_parse_build_commands 0:0: bind
1775986973.083437 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083438 cmd_parse_build_commands 0:2: n
1775986973.083439 cmd_parse_build_commands 0:3 0:0: send
1775986973.083440 cmd_parse_build_commands 0:3 0:1: -X
1775986973.083441 cmd_parse_build_commands 0:3 0:2: search-again
1775986973.083467 cmd_parse_build_commands 0:0: send
1775986973.083468 cmd_parse_build_commands 0:1: -X
1775986973.083469 cmd_parse_build_commands 0:2: search-again
1775986973.083471 args_parse_flags: next -X
1775986973.083472 args_parse_flags: -X
1775986973.083473 args_parse_flags: next search-again
1775986973.083475 args_parse: flags end at 2 of 3
1775986973.083476 args_parse: 2 = search-again (type STRING)
1775986973.083479 cmd_parse_build_commands: send-keys -X search-again
1775986973.083480 args_parse_flags: next -Tcopy-mode
1775986973.083481 args_parse_flag_argument: -T = copy-mode
1775986973.083482 args_parse_flags: next n
1775986973.083483 args_parse: flags end at 2 of 4
1775986973.083485 args_parse: 2 = n (type STRING)
1775986973.083487 args_parse: 3 = send-keys -X search-again (type COMMANDS)
1775986973.083490 cmd_parse_build_commands: bind-key -T copy-mode n { send-keys -X search-again }
1775986973.083508 cmdq_get_command: [bind-key/0x616815b65800] group 1523
1775986973.083509 cmdq_append <global>: [bind-key/0x616815b65800]
1775986973.083510 yylex_token: end at WS
1775986973.083511 yylex_token: bind
1775986973.083513 yylex_token: end at WS
1775986973.083513 yylex_token: -Tcopy-mode
1775986973.083514 yylex_token: end at WS
1775986973.083515 yylex_token: q
1775986973.083517 yylex_token: end at WS
1775986973.083517 yylex_token: send
1775986973.083519 yylex_token: end at WS
1775986973.083519 yylex_token: -X
1775986973.083521 yylex_token: end at WS
1775986973.083521 yylex_token: cancel
1775986973.083523 cmd_parse_build_commands 0:0: bind
1775986973.083524 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083525 cmd_parse_build_commands 0:2: q
1775986973.083527 cmd_parse_build_commands 0:3 0:0: send
1775986973.083528 cmd_parse_build_commands 0:3 0:1: -X
1775986973.083529 cmd_parse_build_commands 0:3 0:2: cancel
1775986973.083530 cmd_parse_build_commands 0:0: send
1775986973.083531 cmd_parse_build_commands 0:1: -X
1775986973.083532 cmd_parse_build_commands 0:2: cancel
1775986973.083534 args_parse_flags: next -X
1775986973.083535 args_parse_flags: -X
1775986973.083536 args_parse_flags: next cancel
1775986973.083537 args_parse: flags end at 2 of 3
1775986973.083539 args_parse: 2 = cancel (type STRING)
1775986973.083540 cmd_parse_build_commands: send-keys -X cancel
1775986973.083542 args_parse_flags: next -Tcopy-mode
1775986973.083543 args_parse_flag_argument: -T = copy-mode
1775986973.083544 args_parse_flags: next q
1775986973.083545 args_parse: flags end at 2 of 4
1775986973.083546 args_parse: 2 = q (type STRING)
1775986973.083548 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1775986973.083551 cmd_parse_build_commands: bind-key -T copy-mode q { send-keys -X cancel }
1775986973.083557 cmdq_get_command: [bind-key/0x616815b66820] group 1531
1775986973.083558 cmdq_append <global>: [bind-key/0x616815b66820]
1775986973.083562 yylex_token: end at WS
1775986973.083564 yylex_token: bind
1775986973.083565 yylex_token: end at WS
1775986973.083566 yylex_token: -Tcopy-mode
1775986973.083567 yylex_token: end at WS
1775986973.083568 yylex_token: r
1775986973.083569 yylex_token: end at WS
1775986973.083570 yylex_token: send
1775986973.083571 yylex_token: end at WS
1775986973.083572 yylex_token: -X
1775986973.083573 yylex_token: end at WS
1775986973.083574 yylex_token: refresh-from-pane
1775986973.083576 cmd_parse_build_commands 0:0: bind
1775986973.083577 cmd_parse_build_commands 0:1: -Tcopy-mode
1775986973.083578 cmd_parse_build_commands 0:2: r
1775986973.083579 cmd_parse_build_commands 0:3 0:0: send
1775986973.083581 cmd_parse_build_commands 0:3 0:1: -X
1775986973.083582 cmd_parse_build_commands 0:3 0:2: refresh-from-pane
1775986973.083583 cmd_parse_build_commands 0:0: send
1775986973.083584 cmd_parse_build_commands 0:1: -X
1775986973.083585 cmd_parse_build_commands 0:2: refresh-from-pane
1775986973.083587 args_parse_flags: next -X
1775986973.083588 args_parse_flags: -X
1775986973.083590 args_parse_flags: next refresh-from-pane
1775986973.083591 args_parse: flags end at 2 of 3
1775986973.083592 args_parse: 2 = refresh-from-pane (type STRING)
1775986973.083594 cmd_parse_build_commands: send-keys -X refresh-from-pane
1775986973.083595 args_parse_flags: next -Tcopy-mode
1775986973.083597 args_parse_flag_argument: -T = copy-mode
1775986973.083597 args_parse_flags: next r
1775986973.083599 args_parse: flags end at 2 of 4
1775986973.083600 args_parse: 2 = r (type STRING)
1775986973.083602 args_parse: 3 = send-keys -X refresh-from-pane (type COMMANDS)
1775986973.083605 cmd_parse_build_commands: bind-key -T copy-mode r { send-keys -X refresh-from-pane }
1775986973.083607 cmdq_get_command: [bind-key/0x616815b66d80] group 1539
1775986973.083608 cmdq_append <global>: [bind-key/0x616815b66d80]
1775986973.083610 yylex_token: end at WS
1775986973.083611 yylex_token: bind
1775986973.083612 yylex_token: end at WS
1775986973.083613 yylex_token: -Tcopy-mode
1775986973.083614 yylex_token: end at WS
1775986973.083615 yylex_token: t
1775986973.083617 yylex_token: end at WS
1775986973.083618 yylex_token: command-prompt
1775986973.083619 yylex_token: end at WS
